place,passing,jockey,up,borderNum,weight,popularity,topHourseNmae,basisWeigh,horseNum,distance,raceTitle,date,R,headCount,topDiff,weather,fieldCondition,money,order,name,time,rap,odds
2東京10,9-10-13-13,武豊,34.5,1,442(+10),12,ミッキークイーン,55,2,芝2400,優駿牝馬(G1),2015/05/24,11,17,0.9,晴,良, ,8,マキシマムドパリ ,2:25.9,35.6-34.8,37.6
2東京2,5-6-7,武豊,33.9,1,432(-18),3,シングウィズジョイ,54,1,芝2000,サンスポ賞フローラS(G2),2015/04/26,11,17,0.1,晴,良,"1,317.6",3,マキシマムドパリ ,2:01.9,37.3-34.4,6.7
2阪神1,9-8,武豊,34.6,1,450(-4),1,シングウィズジョイ,54,1,芝1800,君子蘭賞(500万下),2015/03/28,9,12,0.1,晴,良,407.6,2,マキシマムドパリ ,1:48.8,35.7-35.0,3.3
2京都7,3-3,武豊,33.9,1,454(-4),5,キロハナ,54,1,芝1800,つばき賞(500万下),2015/02/21,9,7,0.3,晴,良,253.2,3,マキシマムドパリ ,1:48.3,35.8-34.0,7.6
1中山6,12-10-7,戸崎圭太,34.6,6,458(-8),1,クイーンズリング,54,11,芝1600,菜の花賞(500万下),2015/01/17,9,15,0.3,晴,良,409.8,2,マキシマムドパリ ,1:35.2,35.2-35.2,3.6
5阪神6,5-5-5-5,武豊,36.4,3,466(-4),3,(デンコウインパルス),54,6,芝2000,2歳未勝利,2014/12/21,3,16,-0.4,晴,重,500.0,1,マキシマムドパリ ,2:03.6,36.5-37.2,7.6
,,,,,,,,,,,,,,,,,,,,サンライズノヴァ ,,,
5東京3,9-10,戸崎圭太,36.1,3,520(-6),1,インカンテーション,56,6,ダ1600,東京中日S杯武蔵野S(G3),2017/11/11,11,16,1.3,晴,良, ,12,サンライズノヴァ ,1:36.8,35.1-35.5,3.1
4東京3,11-11,内田博幸,34.7,7,526(-3),2,(ラインシュナイダー),54,13,ダ1400,グリーンチャンネルC(OP),2017/10/09,11,16,-0.2,晴,良,"2,233.6",1,サンライズノヴァ ,1:22.2,35.0-35.4,3.3
大井,9-9-6-5,戸崎圭太,39.2,7,529(+3),1,ヒガシウィルウィン,56,12,ダ2000,ジャパンダートダービ(G1),2017/07/12,11,14,1.0,晴,良, ,6,サンライズノヴァ ,2:06.8,35.8-38.6,2.7
3東京6,9-10,戸崎圭太,35.4,4,526(+2),2,(ハルクンノテソーロ),56,8,ダ1600,ユニコーンS(G3),2017/06/18,11,16,-0.7,雨,良,"3,556.0",1,サンライズノヴァ ,1:35.9,34.1-36.7,4.9
3京都10,2-2-2-1,松若風馬,38.5,1,524(-8),1,ローズプリンスダム,56,1,ダ1800,鳳雛S(OP),2017/05/21,10,10,0.1,晴,良,270.0,4,サンライズノヴァ ,1:52.0,35.9-38.4,2.1
3中山4,5-5-5-4,松若風馬,37.5,4,532(-4),2,リゾネーター,56,4,ダ1800,伏竜S(OP),2017/04/02,10,8,0.7,晴,重,726.2,2,サンライズノヴァ ,1:53.3,38.1-37.2,2.6
1阪神7,5-4-4-4,松若風馬,36.2,2,536(-4),7,アダムバローズ,56,2,芝2000,若葉S(OP),2017/03/18,11,11,0.8,曇,良, ,6,サンライズノヴァ ,2:01.1,35.0-35.9,14.3
1京都1,7-7-5-3,松若風馬,37.1,6,540(-8),1,(タガノディグオ),56,9,ダ1800,3歳500万下,2017/01/05,3,13,-0.1,晴,良,720.0,1,サンライズノヴァ ,1:52.5,36.5-37.6,3.5
5阪神5,6-7-6-4,松若風馬,37.3,8,548(+2),2,サンライズソア,55,11,ダ1800,樅の木賞(500万下),2016/12/17,9,11,0.3,晴,稍,253.5,3,サンライズノヴァ ,1:54.1,37.9-37.6,3.1
,,,,,,,,,,,,,,,,,,,,スワーヴリチャード ,,,
5東京2,6-6-7-7,Ｍ．デム,35.0,2,502(+10),1,(ソールインパクト),56,4,芝2500,アルゼンチン共和国杯(G2),2017/11/05,11,16,-0.4,晴,良,"5,813.4",1,スワーヴリチャード ,2:30.0,29.9-35.6,2.0
2東京12,7-7-7-5,四位洋文,33.5,2,492(-12),3,レイデオロ,57,4,芝2400,東京優駿(G1),2017/05/28,10,18,0.1,晴,良,"8,800.0",2,スワーヴリチャード ,2:27.0,37.1-33.8,5.9
3中山8,6-9-11-10,四位洋文,34.3,1,504(+4),2,アルアイン,57,2,芝2000,皐月賞(G1),2017/04/16,11,18,0.4,晴,良, ,6,スワーヴリチャード ,1:58.2,35.1-34.5,7.0
1東京6,4-6-6,四位洋文,34.2,1,500(+2),2,(エトルディーニュ),56,1,芝1800,共同通信杯(G3),2017/02/12,11,11,-0.4,晴,良,"3,840.6",1,スワーヴリチャード ,1:47.5,36.0-34.7,3.1
5東京5,10-9-9,四位洋文,33.6,8,498(-6),4,ブレスジャーニー,55,9,芝1800,東京スポーツ杯2歳S(G3),2016/11/19,11,10,0.0,小雨,稍,"1,310.8",2,スワーヴリチャード ,1:48.3,36.1-35.1,8.1
4阪神8,3-3-4-2,四位洋文,35.4,7,504(-2),1,(ピスカデーラ),55,7,芝2000,2歳未勝利,2016/10/02,2,10,-0.2,曇,稍,500.0,1,スワーヴリチャード ,2:04.0,37.4-35.6,1.1
,,,,,,,,,,,,,,,,,,,,ポルトドートウィユ ,,,
5阪神2,4-4,Ｍ．デム,33.8,8,502(-4),1,サトノアリシア,57,11,芝1800,逆瀬川S(1600万下),2017/12/03,11,11,0.4,晴,良, ,7,ポルトドートウィユ ,1:46.8,35.8-33.7,3.3
2東京12,12-12-12,武豊,33.3,4,506(+2),2,サンマルティン,57,6,芝1800,むらさき賞(1600万下),2017/05/28,9,14,0.5,晴,良, ,9,ポルトドートウィユ ,1:47.1,36.5-33.6,4.1
2阪神8,4-4,浜中俊,34.2,4,504(+24),5,ハクサンルドルフ,57,5,芝1800,難波S(1600万下),2017/04/16,11,13,0.6,晴,良,464.2,3,ポルトドートウィユ ,1:46.5,36.3-34.1,8.7
2東京12,18-18-18-18,武豊,35.1,3,480(+4),8,ドゥラメンテ,57,6,芝2400,東京優駿(G1),2015/05/31,10,18,2.1,晴,良, ,12,ポルトドートウィユ ,2:25.3,35.4-34.6,25.5
3京都5,9-9-8-7,武豊,34.3,1,476(-4),1,サトノラーゼン,56,2,芝2200,京都新聞杯(G2),2015/05/09,11,16,0.1,曇,良,"2,135.2",2,ポルトドートウィユ ,2:11.4,35.2-34.9,4.1
1阪神7,5-5-4-4,武豊,36.1,1,480(-2),1,レッドソロモン,56,1,芝2000,若葉S(OP),2015/03/21,11,8,0.3,晴,良,290.0,4,ポルトドートウィユ ,2:03.3,35.7-36.4,1.9
2京都4,5-3,武豊,34.5,5,482(+6),2,ルージュバック,56,5,芝1800,きさらぎ賞(G3),2015/02/08,11,8,0.3,晴,良,"1,508.2",2,ポルトドートウィユ ,1:48.9,36.3-34.9,3.6
5阪神2,5-5,福永祐一,33.5,2,476(+4),2,(アルバートドック),55,2,芝1800,シクラメン賞(500万下),2014/12/07,9,7,-0.2,晴,良,997.5,1,ポルトドートウィユ ,1:47.9,36.6-33.9,2.8
4京都8,4-3,福永祐一,34.2,1,472(+2),1,エイシンライダー,55,1,芝1800,萩S(OP),2014/11/01,9,6,0.0,曇,良,604.4,2,ポルトドートウィユ ,1:47.6,35.9-34.8,2.0
2札幌4,10-10-7-3,福永祐一,35.9,2,470(+8),1,(ブラックバード),54,2,芝1800,2歳未勝利,2014/08/31,2,11,-0.2,晴,良,500.0,1,ポルトドートウィユ ,1:50.7,36.5-36.5,1.3
,,,,,,,,,,,,,,,,,,,,ソウルスターリング ,,,
5東京8,8-6-6-7,Ｃ．デム,35.7,4,480(0),4,シュヴァルグラン,53,8,芝2400,ジャパンC(G1),2017/11/26,11,17,1.2,晴,良, ,7,ソウルスターリング ,2:24.9,36.3-35.1,9.3
4東京9,7-9-10,ルメール,39.4,5,480(0),4,キタサンブラック,54,9,芝2000,天皇賞(秋)(G1),2017/10/29,11,18,1.4,雨,不, ,6,ソウルスターリング ,2:09.7,38.6-38.7,9.4
4東京2,1-1-1,ルメール,34.0,1,480(+6),1,リアルスティール,53,1,芝1800,毎日王冠(G2),2017/10/08,11,12,0.5,曇,良, ,8,ソウルスターリング ,1:46.1,35.6-33.5,2.0
2東京10,3-4-2-2,ルメール,34.1,1,474(0),1,(モズカッチャン),55,2,芝2400,優駿牝馬(G1),2017/05/21,11,18,-0.3,晴,良,"12,544.5",1,ソウルスターリング ,2:24.1,37.1-34.1,2.4
2阪神6,6-5,ルメール,35.4,7,474(-2),1,レーヌミノル,55,14,芝1600,桜花賞(G1),2017/04/09,11,17,0.1,曇,稍,"2,679.4",3,ソウルスターリング ,1:34.6,34.7-36.2,1.4
1阪神3,5-5,ルメール,33.8,7,476(+4),1,(ミスパンテール),54,10,芝1600,チューリップ賞(G3),2017/03/04,11,12,-0.3,晴,良,"3,544.1",1,ソウルスターリング ,1:33.2,34.2-34.6,1.5
5阪神4,3-4,ルメール,34.8,1,472(-8),1,(リスグラシュー),54,2,芝1600,阪神ジュベナイルF(G1),2016/12/11,11,18,-0.2,晴,良,"6,628.8",1,ソウルスターリング ,1:34.0,34.7-35.2,2.8
4東京6,3-4-3,ルメール,33.9,7,480(0),2,(ペルシアンナイト),54,7,芝1800,アイビーS(OP),2016/10/22,9,9,-0.3,曇,良,"1,621.0",1,ソウルスターリング ,1:48.9,36.9-34.3,2.5
,,,,,,,,,,,,,,,,,,,, ○外タニノアーバンシー ,,,
5阪神2,1-1,四位洋文,34.0,7,516(+4),3,サトノアリシア,54,8,芝1800,逆瀬川S(1600万下),2017/12/03,11,11,0.3,晴,良, ,6, ○外タニノアーバンシー ,1:46.7,35.8-33.7,4.6
2小倉8,2-2-2-1,Ｍ．デム,36.6,8,512(+4),1,(イモータル),55,10,芝1800,西部スポニチ賞(1000万下),2017/08/20,10,11,-0.3,晴,良,"1,523.1",1, ○外タニノアーバンシー ,1:47.5,36.3-36.7,2.4
2小倉2,2-2-2-2,Ｍ．デム,34.8,2,508(+4),2,コパノマリーン,55,2,芝1800,不知火特別(1000万下),2017/07/30,10,11,0.7,晴,良,607.0,2, ○外タニノアーバンシー ,1:47.0,35.4-35.9,2.8
3中京6,2-2-2-2,川田将雅,34.6,7,504(-2),1,キンショーユキヒメ,55,13,芝2000,シンガポールTC賞(1000万下),2017/07/16,10,15,0.2,晴,良,150.0,5, ○外タニノアーバンシー ,1:59.8,36.0-34.9,2.7
1阪神7,1-1,小牧太,33.8,3,506(-6),1,(ジークカイザー),55,3,芝1800,須磨特別(1000万下),2017/03/18,9,11,-0.2,曇,良,"1,528.7",1, ○外タニノアーバンシー ,1:46.9,36.0-33.8,3.6
1阪神2,1-1,川田将雅,34.8,1,512(0),1,(レイリオン),54,1,芝1800,4歳上500万下,2017/02/26,8,10,-0.5,晴,良,750.0,1, ○外タニノアーバンシー ,1:48.6,36.7-34.8,1.4
2京都3,2-2-2-1,ルメール,35.5,1,512(+30),3,メイケイレジェンド,54,1,芝2400,4歳上500万下,2017/02/04,7,9,0.3,晴,良,190.0,3, ○外タニノアーバンシー ,2:29.5,36.3-35.2,3.5
3阪神6,2-3-4-4,Ｍ．デム,37.6,4,482(-4),1,ヴォージュ,52,4,芝2000,3歳上500万下,2016/06/19,8,9,0.6,曇,重,300.0,2, ○外タニノアーバンシー ,2:03.7,35.9-37.3,1.6
3京都9,2-2-2-2,ルメール,34.2,4,486(+6),1,(マーティンクリベー),54,7,芝2000,3歳未勝利,2016/05/21,5,16,-0.4,晴,良,500.0,1, ○外タニノアーバンシー ,2:00.6,35.9-34.3,1.9
5阪神6,4-4,和田竜二,34.9,8,480(0),3,ロードスター,54,18,芝1800,2歳未勝利,2015/12/20,4,18,0.0,晴,良,200.0,2, ○外タニノアーバンシー ,1:48.6,36.0-35.1,5.1
5京都9,3-3,和田竜二,34.1,5,480(0),3,ロイカバード,54,5,芝1800,2歳未勝利,2015/11/29,3,11,0.2,晴,良,200.0,2, ○外タニノアーバンシー ,1:50.5,37.0-34.2,9.3
5京都2,1-1,岩田康誠,36.4,7,480(-8),4,タイセイサミット,54,7,芝1800,2歳未勝利,2015/11/08,4,10,0.7,雨,重,75.0,4, ○外タニノアーバンシー ,1:50.3,36.1-35.7,7.9
4京都7,11-12,岩田康誠,35.4,3,488(-2),2,サラザン,54,5,芝1800,2歳未勝利,2015/10/25,3,15,0.5,晴,良,130.0,3, ○外タニノアーバンシー ,1:48.2,34.6-35.8,4.0
,,,,,,,,,,,,,,,,,,,, ○外ジャンダルム ,,,
5京都3,5-5,アッゼニ,34.4,3,484(+4),5,(カツジ),55,3,芝1600,デイリー杯2歳S(G2),2017/11/11,11,9,-0.2,晴,良,"3,832.2",1, ○外ジャンダルム ,1:36.3,35.7-35.3,7.3
,,,,,,,,,,,,,,,,,,,,メドウラーク ,,,
5阪神1,10-10-11-11,岩田康誠,35.2,2,500(-2),7,サトノクロニクル,56,2,芝2000,チャレンジC(G3),2017/12/02,11,12,1.1,晴,良, ,8,メドウラーク ,1:59.7,36.5-35.2,26.0
5京都5,11-11-14-13,北村友一,34.9,3,502(0),9,ブラックバゴ,54,5,芝2000,アンドロメダS(OP),2017/11/18,11,15,0.2,曇,重,604.5,3,メドウラーク ,2:01.6,36.0-35.8,28.3
4京都9,8-6,北村友一,39.0,1,502(+2),9,アメリカズカップ,56,1,芝1800,カシオペアS(OP),2017/10/29,11,12,0.9,雨,不,604.3,3,メドウラーク ,1:54.3,37.2-38.6,21.0
3東京4,7-8-8,石橋脩,34.9,8,500(-6),15,ダッシングブレイズ,56,16,芝1800,エプソムC(G3),2017/06/11,11,18,1.2,曇,良, ,14,メドウラーク ,1:47.1,36.1-34.5,165.5
3京都7,5-3,福永祐一,35.1,7,506(+4),6,ダノンメジャー,56,8,芝1800,都大路S(OP),2017/05/13,11,11,0.4,曇,不,603.3,3,メドウラーク ,1:49.4,36.6-35.0,16.1
1新潟2,6-5,中谷雄太,34.2,4,502(-6),11,ウインガニオン,56,5,芝1600,谷川岳S(OP),2017/04/30,11,14,0.3,晴,良, ,6,メドウラーク ,1:34.7,36.0-34.5,29.7
1阪神2,11-12,フォーリ,35.4,7,508(-2),11,トーキングドラム,56,9,芝1400,阪急杯(G3),2017/02/26,11,12,0.5,晴,良,410.0,5,メドウラーク ,1:21.9,33.8-35.9,85.3
2京都5,2-2,フォーリ,35.3,1,510(+10),9,ダッシングブレイズ,56,1,芝1600,洛陽S(OP),2017/02/11,11,11,0.4,曇,重,230.0,5,メドウラーク ,1:36.1,36.4-35.0,32.5
1中山5,14-15-16,石橋脩,34.3,3,500(0),15,マイネルアウラート,56,5,芝1600,ニューイヤーS(OP),2017/01/15,10,16,0.6,晴,良, ,7,メドウラーク ,1:34.1,35.1-34.9,145.4
5阪神6,2-2-2-2,シュミノ,39.6,6,500(+6),8,ミツバ,56,6,ダ2000,ベテルギウスS(OP),2016/12/18,10,10,2.6,晴,良, ,9,メドウラーク ,2:06.2,36.0-37.1,45.4
5東京7,12-11,松田大作,35.2,6,494(+2),15,ブラックムーン,56,10,芝1600,キャピタルS(OP),2016/11/26,11,15,1.0,晴,良, ,8,メドウラーク ,1:34.5,34.1-35.2,207.3
3中京6,3-3-4-3,川田将雅,38.0,4,492(-6),9,マスクゾロ,56,4,ダ1800,ジュライS(OP),2016/07/17,11,12,2.2,曇,良, ,7,メドウラーク ,1:53.2,38.5-36.0,34.1
3阪神6,7-7,浜中俊,36.6,8,498(+8),6,ケントオー,56,9,芝1600,米子S(OP),2016/06/19,11,9,1.9,小雨,重, ,9,メドウラーク ,1:36.5,35.8-35.4,16.4
2東京9,10-10-10,石川裕紀,34.1,4,490(-8),4,ロジチャリス,55,7,芝1800,メイS(OP),2016/05/21,11,15,0.6,晴,良, ,10,メドウラーク ,1:46.4,36.2-34.5,14.5
2中京1,4-5-4-5,バルジュ,34.8,2,498(+4),12,サトノノブレス,55,3,芝2000,中日新聞杯(G3),2016/03/12,11,18,0.3,晴,良, ,7,メドウラーク ,2:01.6,36.8-34.9,42.4
1小倉4,8-8-7-7,バルジュ,36.0,5,494(0),7,アルバートドック,55,10,芝1800,小倉大賞典(G3),2016/02/21,11,16,1.0,晴,良, ,14,メドウラーク ,1:47.7,35.5-35.3,15.1
4東京5,5-5-7,藤岡康太,35.3,3,494(-8),1,ヒストリカル,56,3,芝2000,アイルランドT(OP),2015/10/18,11,12,0.8,晴,良,230.0,5,メドウラーク ,2:00.0,36.4-35.0,3.2
2新潟12,5-5,田中勝春,34.8,8,502(0),3,パッションダンス,55,16,芝2000,新潟記念(G3),2015/09/06,11,18,0.8,雨,稍, ,9,メドウラーク ,1:59.0,35.5-35.1,7.0
3東京5,7-8-10,田中勝春,33.8,6,502(+4),2,(レッドルーファス),57,9,芝2000,ジューンS(1600万下),2015/06/20,11,14,-0.2,晴,良,"1,849.4",1,メドウラーク ,2:00.2,35.8-34.7,4.2
3京都10,3-4-3-3,松山弘平,34.3,1,498(0),4,(カノン),55,1,芝2400,烏丸S(1600万下),2015/05/24,11,13,-0.2,晴,良,"1,850.8",1,メドウラーク ,2:24.6,35.5-34.5,6.0
1阪神6,3-3-3-4,岩田康誠,35.6,5,498(-2),2,(ヤマイチパートナー),56,5,芝2200,淡路特別(1000万下),2015/03/15,9,9,-0.1,曇,良,"1,520.3",1,メドウラーク ,2:15.0,35.9-36.1,3.8
1小倉5,4-4-3-2,松田大作,35.2,7,500(0),1,(マイネルプレッジ),56,9,芝2000,小倉城特別(500万下),2015/02/21,10,11,0.0,小雨,良,952.7,1,メドウラーク ,1:59.9,35.8-35.4,2.4
1中京3,5-5-5-5,松田大作,36.1,1,500(-6),2,プランスペスカ,56,1,芝2200,金山特別(500万下),2015/01/24,12,17,0.0,晴,稍,373.4,2,メドウラーク ,2:16.9,36.6-36.4,4.5
1京都3,10-11-11-11,小牧太,34.3,6,506(+12),6,トーセンデューク,56,11,芝2200,4歳上500万下,2015/01/10,8,16,0.4,晴,良, ,6,メドウラーク ,2:13.7,36.4-34.5,10.4
3中京2,9-9-9-8,小牧太,34.9,8,494(-4),1,(ハイプレッシャー),56,16,芝2200,3歳未勝利,2014/07/06,7,18,-0.4,曇,良,460.0,1,メドウラーク ,2:19.9,36.6-35.5,2.1
3阪神4,12-11-10-9,小牧太,34.7,2,498(+6),1,ピースメーカー,56,4,芝2000,3歳未勝利,2014/06/15,6,16,0.3,晴,良,46.0,5,メドウラーク ,2:02.8,36.6-35.2,1.7
2阪神3,11-11-8-3,小牧太,35.3,8,492(-4),1,ファーガソン,56,16,芝2000,3歳未勝利,2014/04/05,4,16,0.4,曇,良,200.0,2,メドウラーク ,2:02.5,36.4-35.2,2.0
1阪神5,3-3-3-2,小牧太,35.4,8,496(-2),1,デビル,56,15,芝2200,3歳未勝利,2014/03/15,5,16,0.2,晴,良,200.0,2,メドウラーク ,2:17.5,37.6-35.4,2.2
1阪神1,10-12,小牧太,34.3,4,498(-10),1,パドルウィール,56,7,芝1800,3歳未勝利,2014/03/01,5,16,0.5,曇,良,75.0,4,メドウラーク ,1:48.5,35.9-34.8,2.3
,,,,,,,,,,,,,,,,,,,, ○外タニノフランケル ,,,
5京都4,4-4-5-4,福永祐一,34.9,3,526(0),3,ジュンヴァルロ,55,3,芝2000,黄菊賞(500万下),2017/11/12,9,13,0.1,晴,良,150.0,4, ○外タニノフランケル ,2:01.9,36.2-35.3,4.8
4東京6,3-3-3,福永祐一,35.6,5,526(0),2,コスモイグナーツ,55,5,芝1800,アイビーS(OP),2017/10/21,9,7,0.2,雨,不,402.3,3, ○外タニノフランケル ,1:51.6,37.0-36.1,2.8
4阪神5,1-1-1-1,福永祐一,35.2,3,526(-2),1,(ウォーターパルフェ),54,3,芝2000,2歳未勝利,2017/09/18,2,7,-0.2,晴,重,500.0,1, ○外タニノフランケル ,2:04.7,38.1-35.2,1.1
,,,,,,,,,,,,,,,,,,,,シーリア ,,,
,,,,,,,,,,,,,,,,,,,,マイネルミラノ ,,,
5阪神1,2-2-2-1,丹内祐次,36.2,7,488(+2),6,サトノクロニクル,56,9,芝2000,チャレンジC(G3),2017/12/02,11,12,1.0,晴,良, ,6,マイネルミラノ ,1:59.6,36.5-35.2,11.0
3福島4,4-4-1-1,丹内祐次,36.2,5,486(-8),7,ウインブライト,58,10,芝2000,福島記念(G3),2017/11/12,11,15,0.6,曇,良, ,10,マイネルミラノ ,2:00.8,36.1-35.6,16.1
4中山7,1-1-1-1,柴田大知,35.0,5,494(+14),10,ルージュバック,56,10,芝2200,産経賞オールカマー(G2),2017/09/24,11,17,0.2,曇,良,"1,000.0",4,マイネルミラノ ,2:14.0,37.7-34.8,40.4
2札幌2,2-2-2-1,丹内祐次,37.0,8,480(-10),8,サクラアンプルール,57,12,芝2000,札幌記念(G2),2017/08/20,11,13,1.4,晴,良, ,13,マイネルミラノ ,2:01.8,35.4-35.7,30.8
2函館4,3-3-2-2,丹内祐次,37.2,4,490(0),4,ルミナスウォリアー,58,7,芝2000,函館記念(G3),2017/07/16,11,16,1.1,曇,重, ,11,マイネルミラノ ,2:02.3,35.6-36.2,6.9
3東京4,5-2-2,丹内祐次,34.8,1,490(+6),8,ダッシングブレイズ,58,1,芝1800,エプソムC(G3),2017/06/11,11,18,0.4,曇,良, ,7,マイネルミラノ ,1:46.3,36.1-34.5,24.8
1福島4,2-3-2-1,丹内祐次,35.8,8,484(-2),7,(フェルメッツァ),57.5,15,芝2000,福島民報杯(OP),2017/04/16,11,16,-0.1,晴,良,"2,436.4",1,マイネルミラノ ,1:58.5,34.9-36.3,13.2
2中山2,3-4-1-1,柴田大知,35.6,2,486(+6),9,ネオリアリズム,56,2,芝1800,中山記念(G2),2017/02/26,11,11,1.0,晴,良, ,9,マイネルミラノ ,1:48.6,37.4-34.6,63.4
4東京2,1-1-1,丹内祐次,35.8,5,480(-6),7,ルージュバック,56,6,芝1800,毎日王冠(G2),2016/10/09,11,12,1.3,曇,稍, ,11,マイネルミラノ ,1:47.9,35.8-34.5,20.2
2新潟12,3-5,柴田大知,34.1,5,486(0),5,アデイインザライフ,57.5,10,芝2000,新潟記念(G3),2016/09/04,11,18,0.4,晴,良, ,8,マイネルミラノ ,1:57.9,35.0-35.1,8.5
2函館4,1-1-1-1,丹内祐次,35.5,3,486(-8),3,(ケイティープライド),56,6,芝2000,函館記念(G3),2016/07/17,11,16,-0.3,小雨,稍,"4,156.0",1,マイネルミラノ ,1:59.0,35.3-35.5,7.4
3東京4,1-1-1,柴田大知,34.3,7,494(+6),6,ルージュバック,56,13,芝1800,エプソムC(G3),2016/06/12,11,18,0.4,曇,良,"1,009.1",3,マイネルミラノ ,1:46.6,36.3-33.9,16.5
1新潟4,1-1,丹内祐次,35.5,3,488(+10),9,パッションダンス,56,6,芝2000,新潟大賞典(G3),2016/05/08,11,16,0.7,晴,良,410.0,5,マイネルミラノ ,1:58.5,35.4-34.8,16.1
1福島2,1-1-1-1,丹内祐次,36.8,5,478(-2),5,シャイニープリンス,58,10,芝2000,福島民報杯(OP),2016/04/10,11,16,0.7,曇,良, ,6,マイネルミラノ ,1:59.6,35.2-36.1,11.4
5阪神3,3-2,柴田大知,36.0,2,480(-2),6,フルーキー,56,3,芝1800,チャレンジC(G3),2015/12/12,11,18,1.0,曇,良, ,8,マイネルミラノ ,1:47.1,35.9-35.1,13.1
3福島6,3-3-2-4,柴田大知,38.0,1,482(-4),3,ヤマカツエース,56,2,芝2000,福島記念(G3),2015/11/15,11,16,0.5,晴,重,400.0,5,マイネルミラノ ,2:03.0,35.3-37.7,6.1
4中山7,1-1-1-1,柴田大知,36.4,3,486(0),5,ショウナンパンドラ,56,5,芝2200,産経賞オールカマー(G2),2015/09/27,11,15,1.5,晴,良, ,11,マイネルミラノ ,2:13.4,35.8-34.9,11.1
2新潟12,2-2,柴田大知,34.6,3,486(+8),9,パッションダンス,56,6,芝2000,新潟記念(G3),2015/09/06,11,18,0.0,雨,稍,"1,618.4",2,マイネルミラノ ,1:58.2,35.5-35.1,16.2
2函館4,1-1-1-1,丹内祐次,38.3,8,478(+2),2,ダービーフィズ,56,16,芝2000,函館記念(G3),2015/07/19,11,16,1.5,曇,良, ,8,マイネルミラノ ,2:00.6,34.9-36.8,5.8
1函館6,1-1-1-1,丹内祐次,35.5,1,476(-2),2,(レッドレイヴン),56,1,芝1800,巴賞(OP),2015/07/05,11,8,-0.4,晴,良,"2,320.3",1,マイネルミラノ ,1:46.5,36.0-35.5,3.2
2東京9,6-6-5,柴田大知,34.6,6,478(+2),5,サトノアラジン,55,11,芝1800,モンゴル大統領賞(OP),2015/05/23,11,17,0.3,晴,良,350.0,4,マイネルミラノ ,1:45.0,35.3-35.1,9.0
1福島2,2-2-2-2,柴田大知,36.9,2,476(+6),1,マイネルフロスト,56,3,芝2000,福島民報杯(OP),2015/04/12,11,15,0.9,晴,良, ,9,マイネルミラノ ,2:00.0,35.4-36.1,2.9
2中京1,1-1-1-1,柴田大知,36.3,2,470(-4),6,ディサイファ,55,4,芝2000,中日新聞杯(G3),2015/03/14,11,18,0.3,晴,良,"1,009.0",3,マイネルミラノ ,2:01.5,36.8-36.0,13.3
1小倉6,7-6-2-2,柴田大知,37.5,7,474(-10),7,カレンブラックヒル,55,13,芝1800,小倉大賞典(G3),2015/02/22,11,16,0.7,小雨,重,400.0,5,マイネルミラノ ,1:49.0,35.9-36.9,14.8
1中山1,1-1-1-1,柴田大知,36.5,1,484(0),2,ラブリーデイ,55,1,芝2000,日刊スポ賞中山金杯(G3),2015/01/04,11,17,1.7,晴,良, ,15,マイネルミラノ ,1:59.5,35.6-34.8,5.2
4中山4,1-1-1-1,戸崎圭太,36.6,1,484(+14),1,(シベリアンスパーブ),56,1,芝1800,美浦S(1600万下),2014/12/14,10,14,-0.2,晴,良,"1,820.1",1,マイネルミラノ ,1:47.3,35.0-36.6,2.0
2福島3,6-6-2-1,柴田大知,34.6,4,470(+2),1,(ガチバトル),57,4,芝2000,松島特別(1000万下),2014/07/12,10,8,-0.2,晴,良,"1,490.3",1,マイネルミラノ ,1:59.6,36.3-34.6,1.6
2東京12,2-2-2,柴田大知,35.0,8,468(-4),1,レッドルーファス,55,15,芝1800,むらさき賞(1600万下),2014/06/01,9,16,0.1,晴,良,730.6,2,マイネルミラノ ,1:45.3,35.2-35.0,2.5
3中山8,1-1-1-1,柴田大知,35.4,7,472(-8),1,(マグメル),55,12,芝2000,鹿野山特別(1000万下),2014/04/20,9,14,-0.9,曇,良,"1,510.1",1,マイネルミラノ ,2:00.3,36.3-35.4,2.1
2中山4,3-3-2-1,柴田大知,35.3,8,480(+2),3,(ブライトボーイ),57,15,芝2000,4歳上500万下,2014/03/09,8,15,-0.7,晴,良,750.0,1,マイネルミラノ ,2:01.1,35.6-35.5,7.0
1東京4,2-3-3,柴田大知,34.6,7,478(+4),9,レッドルーファス,56,11,芝1800,4歳上500万下,2014/02/17,7,14,0.0,晴,不,300.0,2,マイネルミラノ ,1:47.9,36.0-34.9,16.3
5中山5,7-10-9,石橋脩,34.5,2,474(+8),9,ミナレット,56,2,芝1600,3歳上1000万下,2013/12/14,12,14,0.3,晴,良, ,7,マイネルミラノ ,1:35.6,35.1-36.4,31.9
5東京8,6-6-6-8,柴田大知,35.4,6,466(-2),12,ローレルラスター,55,11,芝2400,3歳上500万下,2013/11/24,6,17,0.4,晴,良, ,7,マイネルミラノ ,2:26.3,35.7-35.7,47.6
4東京7,3-5,柴田大知,37.2,4,468(+6),7,レッドセシリア,55,7,芝1600,3歳上500万下,2013/10/20,8,17,1.6,雨,不, ,13,マイネルミラノ ,1:39.2,36.4-36.0,16.2
